
================================================================================
🗄️  Ad-hoc query on C:\git\home\user\jeremy.gerdes\github\PrizmForge-Soak\Soak8-target\PrizmForge\.PrizmForge\agents.db
================================================================================

id  agent_name         file_path                                 priority  category          message                                                                                                                                                                                                                                                                                                      suggestion                                                                                                                                                                                                                           task_id   file_event_id                         addressed  addressed_by  addressed_at  timestamp                         dup_key                                                                                                                                                                                                                                                                                    dup_count  targeted_count  stuck
11  security_reviewer  workflow/shell_developer.py               LOW       other             Extensive use of broad `except Exception:` blocks in observability functions (e.g., `_record_model_health`, `_publish_shell_event`, `_save_trajectory`).                                                                                                                                                     While failing open for observability is good, explicitly log the exception stack trace to a debug logger so underlying infrastructure issues aren't silently swallowed.                                                              task_001  ce85b108-cf9b-4f25-aba9-556ad84b1c8a  0          NULL          NULL          2026-09-07T22:30:09.934017        extensive use of broad except exception blocks in observability functions e g record model health publish shell event save trajectory                                                                                                                                                      1          0               0    
12  jr_reviewer        workflow/reviewer_gate.py                 LOW       other             Corrupted Unicode / replacement character `` in retry log message.                                                                                                                                                                                                                                           Replace `` with a valid logging emoji or standard icon such as `🔄` or `⚠️`.                                                                                                                                                          task_001  e48f3d8a-2a7a-4db1-bff4-0e5f46b58799  0          NULL          NULL          2026-09-07T22:30:11.387406        corrupted unicode replacement character in retry log message                                                                                                                                                                                                                               1          0               0    
13  jr_reviewer        workflow/reviewer_gate.py                 MEDIUM    other             Potential `TypeError` in `suggestions` parsing if `raw_suggestions` is a non-iterable primitive (e.g., `int`, `bool`).                                                                                                                                                                                       Guard `suggestions` extraction with `isinstance(raw_suggestions, (list, tuple, set))` before casting with `list()`, or wrap with fallback to avoid crashing on unexpected LLM response shapes.                                       task_001  e48f3d8a-2a7a-4db1-bff4-0e5f46b58799  0          NULL          NULL          2026-09-07T22:30:11.387406        potential typeerror in suggestions parsing if raw suggestions is a non iterable primitive e g int bool                                                                                                                                                                                     1          0               0    
14  jr_reviewer        workflow/reviewer_gate.py                 LOW       other             Hardcoded single retry in `request_review_verdict` despite `max_attempts` parameter.                                                                                                                                                                                                                         The function checks `max_attempts > 1` and runs a single retry hardcoding `calls_used = 2`. If dynamic loop-based retries are ever needed, consider iterating up to `max_attempts`; otherwise, keep it documented as a 1-retry cap.  task_001  e48f3d8a-2a7a-4db1-bff4-0e5f46b58799  0          NULL          NULL          2026-09-07T22:30:11.394836        hardcoded single retry in request review verdict despite max attempts parameter                                                                                                                                                                                                            1          0               0    
15  jr_reviewer        workflow/__init__.py                      LOW       other             {'severity': 'info', 'line': 'from .proposal_builder import create_proposal_from_developer_output', 'comment': 'Proper explicit import and encapsulation via __all__.'}                                                                                                                                      NULL                                                                                                                                                                                                                                 task_001  349b5dba-c476-41b8-a88e-bcee160c1b58  0          NULL          NULL          2026-09-07T22:32:09.505496        severity info line from proposal builder import create proposal from developer output comment proper explicit import and encapsulation via all                                                                                                                                             1          0               0    
16  jr_reviewer        workflow/__init__.py                      LOW       other             {'severity': 'info', 'line': 'docstring', 'comment': 'Module-level docstring accurately reflects module purpose.'}                                                                                                                                                                                           NULL                                                                                                                                                                                                                                 task_001  349b5dba-c476-41b8-a88e-bcee160c1b58  0          NULL          NULL          2026-09-07T22:32:09.505496        severity info line docstring comment module level docstring accurately reflects module purpose                                                                                                                                                                                             1          0               0    
17  jr_reviewer        workflow/task_runner.py                   HIGH      other             After a task satisfies all finish gate criteria upon a 'complete' decision, `mark_task_status` or `complete_task` is called, followed by `continue` instead of exiting the loop (`break` or `return`). This causes the orchestrator loop to continue running subsequent turns on an already completed task.  Replace `continue` with `_finalize_task(task_id, progress, reason='orchestrator complete decision'); return progress` or a `break` statement.                                                                                        task_001  43f01cb0-7666-4670-aa26-0abe1e4ce2e5  0          NULL          NULL          2026-09-07T22:32:22.908503        after a task satisfies all finish gate criteria upon a complete decision mark task status or complete task is called followed by continue instead of exiting the loop break or return this causes the orchestrator loop to continue running subsequent turns on an already completed task  1          0               0    
18  jr_reviewer        workflow/task_runner.py                   MEDIUM    other             The module uses a module-scoped global variable `_active_work_seconds` to track iteration latency. If multiple tasks are executed concurrently in different threads within the same Python process, this creates a race condition across task iterations.                                                    Pass iteration state locally (e.g., store `active_work_seconds` in a local variable or within the `progress` dictionary passed into helper functions).                                                                               task_001  43f01cb0-7666-4670-aa26-0abe1e4ce2e5  0          NULL          NULL          2026-09-07T22:32:22.917994        the module uses a module scoped global variable active work seconds to track iteration latency if multiple tasks are executed concurrently in different threads within the same python process this creates a race condition across task iterations                                        1          0               0    
19  jr_reviewer        workflow/task_runner.py                   LOW       other             Multiple short-lived `get_db_connection()` context manager calls occur inside the main execution turn for feedback counting, target resolution, and backlog overrides.                                                                                                                                       Consolidate DB access within an iteration under a single open connection scope where appropriate to reduce connection acquisition overhead.                                                                                          task_001  43f01cb0-7666-4670-aa26-0abe1e4ce2e5  0          NULL          NULL          2026-09-07T22:32:22.922129        multiple short lived get db connection context manager calls occur inside the main execution turn for feedback counting target resolution and backlog overrides                                                                                                                            1          0               0    
20  jr_reviewer        workflow/reviewer_gate.py                 LOW       other             Corrupted Unicode replacement characters in the log message string.                                                                                                                                                                                                                                          Replace the corrupted characters with a valid emoji (e.g. `🔄`) or standard text label.                                                                                                                                               task_001  7bbac707-3406-41a9-8b71-0cd0166edf5f  0          NULL          NULL          2026-09-07T22:33:04.899365        corrupted unicode replacement characters in the log message string                                                                                                                                                                                                                         1          0               0    
21  jr_reviewer        workflow/reviewer_gate.py                 MEDIUM    other             Potential `TypeError` if `raw_suggestions` is a non-iterable primitive type such as integer or boolean.                                                                                                                                                                                                      Validate `isinstance(raw_suggestions, (list, tuple, set))` prior to calling `list(raw_suggestions)` to prevent unhandled exceptions.                                                                                                 task_001  7bbac707-3406-41a9-8b71-0cd0166edf5f  0          NULL          NULL          2026-09-07T22:33:04.916506        potential typeerror if raw suggestions is a non iterable primitive type such as integer or boolean                                                                                                                                                                                         1          0               0    
22  jr_reviewer        workflow/reviewer_gate.py                 LOW       other             Fixed single retry behavior when `max_attempts` is configurable.                                                                                                                                                                                                                                             If future requirements need arbitrary retry counts, convert the single `if` branch into a loop bounded by `max_attempts`.                                                                                                            task_001  7bbac707-3406-41a9-8b71-0cd0166edf5f  0          NULL          NULL          2026-09-07T22:33:04.920998        fixed single retry behavior when max attempts is configurable                                                                                                                                                                                                                              1          0               0    
23  jr_reviewer        tests/integration/test_run_task_cycle.py  MEDIUM    other             In test_run_task_cycle_reviewer_reject, the assertion on edit_proposals status accepts almost all possible statuses ('rejected', 'pending', 'error', 'approved', 'applied'), weakening the rejection verification.                                                                                           Narrow the assertion to expect only 'rejected' (or specific expected failure states) to guarantee the reject workflow was properly registered.                                                                                       task_001  b4d14226-59fc-49ae-b156-83d6e2639e10  0          NULL          NULL          2026-09-07T22:33:16.012434        in test run task cycle reviewer reject the assertion on edit proposals status accepts almost all possible statuses rejected pending error approved applied weakening the rejection verification                                                                                            1          0               0    
24  jr_reviewer        tests/integration/test_run_task_cycle.py  LOW       other             The assertion `assert isinstance(rejected_events, list)` only checks type rather than verifying that the event was actually emitted.                                                                                                                                                                         Assert that `len(rejected_events) > 0` and inspect event attributes (e.g., matching proposal or task ID).                                                                                                                            task_001  b4d14226-59fc-49ae-b156-83d6e2639e10  0          NULL          NULL          2026-09-07T22:33:16.012434        the assertion assert isinstance rejected events list only checks type rather than verifying that the event was actually emitted                                                                                                                                                            1          0               0    
25  jr_reviewer        tests/integration/test_run_task_cycle.py  LOW       maintainability   Hardcoding module path lists for monkeypatching get_config is prone to drift if modules are renamed or added.                                                                                                                                                                                                Ensure configuration mock helpers are centralized in a shared conftest.py or test fixture utility.                                                                                                                                   task_001  b4d14226-59fc-49ae-b156-83d6e2639e10  0          NULL          NULL          2026-09-07T22:33:16.021781        hardcoding module path lists for monkeypatching get config is prone to drift if modules are renamed or added                                                                                                                                                                               1          0               0    
26  jr_reviewer        workflow/path_targets.py                  MEDIUM    other             Absolute paths (e.g., '/etc/passwd' or '/app/config.py') have their leading slash silently removed by splitting and filtering empty segments, converting absolute targets into relative ones rather than rejecting them.                                                                                     Explicitly reject leading slashes with `if s.startswith('/'): return None` if absolute paths should not be accepted as target paths.                                                                                                 task_001  4a9a99a6-5892-46c5-8517-79a1755cef06  0          NULL          NULL          2026-09-07T22:33:35.100707        absolute paths e g etc passwd or app config py have their leading slash silently removed by splitting and filtering empty segments converting absolute targets into relative ones rather than rejecting them                                                                               1          0               0    
27  jr_reviewer        workflow/path_targets.py                  LOW       other             Hardcoded extension list is limited to 10 extensions (py, json, js, txt, md, html, css, yaml, yml, sh), omitting common modern project formats (e.g., .toml, .ts, .tsx, .jsx, .sql, .rs, .go).                                                                                                               Extract the extension list into a shared constant `_SUPPORTED_EXTENSIONS` or make it configurable.                                                                                                                                   task_001  4a9a99a6-5892-46c5-8517-79a1755cef06  0          NULL          NULL          2026-09-07T22:33:35.110882        hardcoded extension list is limited to 10 extensions py json js txt md html css yaml yml sh omitting common modern project formats e g toml ts tsx jsx sql rs go                                                                                                                           1          0               0    
28  jr_reviewer        workflow/path_targets.py                  LOW       other             A path segment consisting only of dots (e.g., '...') matches `_SAFE_PATH` because dots are allowed characters.                                                                                                                                                                                               Add a check ensuring no segment consists solely of dots: `any(set(p) == {'.'} for p in parts)`.                                                                                                                                      task_001  4a9a99a6-5892-46c5-8517-79a1755cef06  0          NULL          NULL          2026-09-07T22:33:35.110882        a path segment consisting only of dots e g matches safe path because dots are allowed characters                                                                                                                                                                                           1          0               0    
29  jr_reviewer        core/symbol_index.py                      MEDIUM    other             Unescaped wildcards in prefix search                                                                                                                                                                                                                                                                         NULL                                                                                                                                                                                                                                 task_001  84071e64-3758-4f0b-b362-bc88b13c6726  0          NULL          NULL          2026-09-07T22:33:47.117794        unescaped wildcards in prefix search                                                                                                                                                                                                                                                       1          0               0    
30  jr_reviewer        core/symbol_index.py                      LOW       other             Limited nesting depth support                                                                                                                                                                                                                                                                                NULL                                                                                                                                                                                                                                 task_001  84071e64-3758-4f0b-b362-bc88b13c6726  0          NULL          NULL          2026-09-07T22:33:47.121794        limited nesting depth support                                                                                                                                                                                                                                                              1          0               0    
31  jr_reviewer        core/symbol_index.py                      LOW       other             Inline imports inside loop/function                                                                                                                                                                                                                                                                          NULL                                                                                                                                                                                                                                 task_001  84071e64-3758-4f0b-b362-bc88b13c6726  0          NULL          NULL          2026-09-07T22:33:47.125971        inline imports inside loop function                                                                                                                                                                                                                                                        1          0               0    
32  jr_reviewer        core/events.py                            MEDIUM    performance       Repeated DDL execution: 'CREATE TABLE IF NOT EXISTS' runs on every call to both 'publish_event' and 'list_events', adding unnecessary disk I/O and query overhead.                                                                                                                                           Move table schema initialization to database startup/migration scripts or a dedicated one-time setup function.                                                                                                                       task_001  fcf7970f-7d75-49e0-9f66-5be4f9134df5  0          NULL          NULL          2026-09-07T22:34:05.110721        repeated ddl execution create table if not exists runs on every call to both publish event and list events adding unnecessary disk i o and query overhead                                                                                                                                  1          0               0    
33  jr_reviewer        core/events.py                            MEDIUM    performance       Missing database indexes on queried columns ('task_id', 'type', 'proposal_id', 'ts').                                                                                                                                                                                                                        Add indexes (e.g., 'CREATE INDEX IF NOT EXISTS idx_events_task_id ON events (task_id);') to avoid full table scans as the event log grows.                                                                                           task_001  fcf7970f-7d75-49e0-9f66-5be4f9134df5  0          NULL          NULL          2026-09-07T22:34:05.116721        missing database indexes on queried columns task id type proposal id ts                                                                                                                                                                                                                    1          0               0    
34  jr_reviewer        core/events.py                            LOW       other             Using 'print()' instead of the standard logging framework in 'publish_event'.                                                                                                                                                                                                                                Replace 'print()' with 'logging.getLogger(__name__).warning()' or '.error()' with 'exc_info=True'.                                                                                                                                   task_001  fcf7970f-7d75-49e0-9f66-5be4f9134df5  0          NULL          NULL          2026-09-07T22:34:05.122712        using print instead of the standard logging framework in publish event                                                                                                                                                                                                                     1          0               0    
35  reviewer           fix.py                                    HIGH      review_rejection  Proposal 66852b3c-630c-465b-808a-63167e885574 REJECTED: Reviewer unavailable (empty response) - failing closed                                                                                                                                                                                               NULL                                                                                                                                                                                                                                 task_001  NULL                                  0          NULL          NULL          2026-09-08T02:57:03.158697+00:00  NULL                                                                                                                                                                                                                                                                                       1          0               0    
36  reviewer           0                                         HIGH      review_rejection  Proposal 89e267be-e571-4591-a490-1c561e69dc71 REJECTED: Reviewer unavailable (empty response) - failing closed                                                                                                                                                                                               NULL                                                                                                                                                                                                                                 task_001  NULL                                  0          NULL          NULL          2026-09-08T03:21:16.690736+00:00  NULL                                                                                                                                                                                                                                                                                       1          0               0    
37  reviewer           patch.py                                  HIGH      review_rejection  Proposal d04bcb02-57fe-4a35-9683-348f1fe7505a REJECTED: Reviewer unavailable (empty response) - failing closed                                                                                                                                                                                               NULL                                                                                                                                                                                                                                 task_001  NULL                                  0          NULL          NULL          2026-09-08T03:50:56.569111+00:00  NULL                                                                                                                                                                                                                                                                                       1          0               0    
40  jr_reviewer        workflow/shell_protocol.py                MEDIUM    other             There is no previous response or decision in this conversation to convert.                                                                                                                                                                                                                                   NULL                                                                                                                                                                                                                                 task_002  d25a174f-806b-4037-8088-ef4284144d99  0          NULL          NULL          2026-09-08T00:03:31.960350        there is no previous response or decision in this conversation to convert                                                                                                                                                                                                                  1          0               0    

37 row(s)
